Provider,total_claims,num_inpatient_claims,num_outpatient_claims,total_claim_amount,avg_claim_amount,max_claim_amount,std_claim_amount,unique_patients,unique_physicians,avg_claim_duration,avg_patient_age,avg_num_diagnosis_codes,avg_num_procedure_codes,total_deductible_paid,claims_per_patient,claims_per_physician,inpatient_ratio,PotentialFraud
PRV54535,34,0,34,7090,208.52941176470588,2900,507.7349126591324,29,14,2.235294117647059,68.97058823529412,2.0588235294117645,0.0,100.0,1.1724137931034482,2.4285714285714284,0.0,0
PRV54536,13,0,13,4890,376.15384615384613,2700,731.2493699317909,11,6,0.8461538461538461,72.07692307692308,3.8461538461538463,0.0,0.0,1.1818181818181819,2.1666666666666665,0.0,0
PRV54537,60,0,60,22470,374.5,3300,728.9961172619857,20,1,2.316666666666667,72.53333333333333,3.1166666666666667,0.0,200.0,3.0,60.0,0.0,0
PRV54538,48,0,48,21330,444.375,3300,763.6862067239564,32,11,1.3333333333333333,75.85416666666667,2.9583333333333335,0.0,480.0,1.5,4.363636363636363,0.0,0
PRV54539,69,0,69,18130,262.7536231884058,3300,599.6491230367457,43,14,0.463768115942029,73.8840579710145,2.739130434782609,0.0,310.0,1.6046511627906976,4.928571428571429,0.0,0
PRV54540,20,0,20,9690,484.5,3300,950.2269811942164,19,11,0.0,75.8,1.95,0.0,100.0,1.0526315789473684,1.8181818181818181,0.0,1
PRV54541,7,2,5,6050,864.2857142857143,3000,1168.5298048239526,6,5,0.7142857142857143,76.85714285714286,3.7142857142857144,0.2857142857142857,2136.0,1.1666666666666667,1.4,0.2857142857142857,0
PRV54542,20,5,15,35420,1771.0,10000,3055.57626574587,14,6,2.35,73.2,3.85,0.1,5420.0,1.4285714285714286,3.3333333333333335,0.25,0
PRV54543,17,3,14,41500,2441.176470588235,17000,5235.285190838391,15,10,3.0,71.23529411764706,3.588235294117647,0.29411764705882354,3464.0,1.1333333333333333,1.7,0.17647058823529413,1
PRV54544,28,0,28,5250,187.5,800,222.07147664826465,8,2,1.4285714285714286,75.89285714285714,2.5,0.0,100.0,3.5,14.0,0.0,0
PRV54545,2,0,2,180,90.0,90,0.0,1,1,0.0,97.0,2.0,0.0,0.0,2.0,2.0,0.0,0
PRV54546,6,0,6,910,151.66666666666666,600,223.28606464951338,6,2,0.0,65.16666666666667,2.6666666666666665,0.0,100.0,1.0,3.0,0.0,0
PRV54547,3,0,3,540,180.0,400,192.8730152198591,3,2,0.0,70.66666666666667,4.0,0.0,0.0,1.0,1.5,0.0,0
PRV54548,12,0,12,1890,157.5,900,256.23586435512533,7,2,0.08333333333333333,67.16666666666667,2.6666666666666665,0.0,0.0,1.7142857142857142,6.0,0.0,0
PRV54549,1,0,1,40,40.0,40,0.0,1,1,0.0,67.0,2.0,0.0,0.0,1.0,1.0,0.0,0
PRV54550,21,0,21,5550,264.2857142857143,2400,553.3856831231851,13,1,2.4285714285714284,73.33333333333333,2.0476190476190474,0.0,0.0,1.6153846153846154,21.0,0.0,0
PRV54551,7,0,7,1960,280.0,1300,468.86387505685843,5,1,1.4285714285714286,78.14285714285714,4.714285714285714,0.0,0.0,1.4,7.0,0.0,0
PRV54552,45,0,45,11370,252.66666666666666,2100,421.12079890778045,28,3,0.8,76.95555555555555,3.088888888888889,0.0,200.0,1.6071428571428572,15.0,0.0,0
PRV54553,18,0,18,3740,207.77777777777777,1700,385.5409577014607,12,3,0.0,75.5,2.9444444444444446,0.0,0.0,1.5,6.0,0.0,0
PRV54554,26,0,26,6990,268.84615384615387,3050,590.4799872854416,8,2,0.46153846153846156,78.92307692307692,3.1153846153846154,0.0,0.0,3.25,13.0,0.0,0
PRV54555,6,6,0,51000,8500.0,18000,5753.25994545701,6,5,7.0,77.0,8.666666666666666,0.3333333333333333,6408.0,1.0,1.2,1.0,0
PRV54557,564,0,564,157890,279.9468085106383,14090,813.6114460155335,263,40,1.5407801418439717,73.31737588652483,2.526595744680851,0.0,1730.0,2.1444866920152093,14.1,0.0,1
PRV54558,73,15,58,197970,2711.917808219178,36000,6017.5270985712705,69,50,2.1506849315068495,74.28767123287672,4.136986301369863,0.136986301369863,16090.0,1.0579710144927537,1.46,0.2054794520547945,0
PRV54559,66,24,42,255560,3872.121212121212,43000,7613.268077235348,57,47,3.5,71.04545454545455,4.848484848484849,0.30303030303030304,24584.0,1.1578947368421053,1.4042553191489362,0.36363636363636365,0
PRV54560,98,40,58,473080,4827.34693877551,50000,8927.551995999753,87,49,3.520408163265306,74.27551020408163,4.571428571428571,0.21428571428571427,42720.0,1.1264367816091954,2.0,0.40816326530612246,1
PRV54561,186,25,161,269670,1449.8387096774193,51000,4651.530695554167,102,43,2.510752688172043,76.60752688172043,3.4623655913978495,0.06451612903225806,27060.0,1.8235294117647058,4.325581395348837,0.13440860215053763,0
PRV54562,206,0,206,57510,279.1747572815534,2700,516.2612295299681,75,8,1.1990291262135921,77.29611650485437,2.6262135922330097,0.0,440.0,2.7466666666666666,25.75,0.0,0
PRV54563,267,0,267,79070,296.14232209737827,4060,670.6626915474613,172,39,1.6666666666666667,72.09363295880149,2.5580524344569286,0.0,1090.0,1.552325581395349,6.846153846153846,0.0,0
PRV54564,803,0,803,229780,286.1519302615193,14020,720.0149013632789,330,69,1.7048567870485678,73.41469489414695,2.638854296388543,0.0,2250.0,2.433333333333333,11.63768115942029,0.0,0
PRV54565,130,39,91,412130,3170.230769230769,57000,6845.875175832299,106,78,2.669230769230769,76.07692307692308,4.207692307692308,0.18461538461538463,40784.0,1.2264150943396226,1.6666666666666667,0.3,0
PRV54566,308,40,268,755660,2453.4415584415583,103000,10501.173775241088,247,154,2.477272727272727,73.43506493506493,3.2759740259740258,0.12012987012987013,42072.0,1.2469635627530364,2.0,0.12987012987012986,1
PRV54567,57,6,51,112690,1977.017543859649,37000,6790.953269111646,34,25,1.6140350877192982,76.08771929824562,2.6666666666666665,0.14035087719298245,6508.0,1.6764705882352942,2.28,0.10526315789473684,0
PRV54568,56,5,51,53640,957.8571428571429,12000,2623.3446481271094,46,26,1.3214285714285714,72.71428571428571,3.4285714285714284,0.05357142857142857,5340.0,1.2173913043478262,2.1538461538461537,0.08928571428571429,0
PRV54569,63,12,51,209350,3323.0158730158732,49000,9212.73008377637,42,27,1.9365079365079365,72.76190476190476,3.5396825396825395,0.1746031746031746,12906.0,1.5,2.3333333333333335,0.19047619047619047,0
PRV54571,17,4,13,50610,2977.0588235294117,20000,6289.567517629772,17,6,4.176470588235294,70.47058823529412,3.588235294117647,0.17647058823529413,4272.0,1.0,2.8333333333333335,0.23529411764705882,0
PRV54572,146,0,146,53110,363.7671232876712,3300,747.9942286435646,117,34,1.773972602739726,75.77397260273973,2.8493150684931505,0.0,270.0,1.2478632478632479,4.294117647058823,0.0,0
PRV54573,22,0,22,5960,270.90909090909093,2800,622.9339878725139,14,8,0.9545454545454546,74.0909090909091,2.1818181818181817,0.0,120.0,1.5714285714285714,2.75,0.0,0
PRV54574,35,0,35,7800,222.85714285714286,2400,423.8102476939652,24,12,0.9428571428571428,70.14285714285714,2.1142857142857143,0.0,130.0,1.4583333333333333,2.9166666666666665,0.0,0
PRV54575,273,33,240,504080,1846.4468864468865,95000,7580.073881536925,155,18,2.3003663003663,75.28205128205128,3.2051282051282053,0.08424908424908426,33608.0,1.761290322580645,15.166666666666666,0.12087912087912088,0
PRV54576,16,14,2,113100,7068.75,18000,5016.8461208213275,16,13,6.75,76.75,6.5625,0.5,12816.0,1.0,1.2307692307692308,0.875,0
PRV54577,61,45,16,494010,8098.524590163935,57000,10697.766408003989,56,21,4.737704918032787,76.31147540983606,6.622950819672131,0.5245901639344263,45924.0,1.0892857142857142,2.9047619047619047,0.7377049180327869,0
PRV54578,77,0,77,24130,313.3766233766234,3000,604.6956833369517,37,27,0.5194805194805194,75.24675324675324,2.8051948051948052,0.0,390.0,2.081081081081081,2.8518518518518516,0.0,0
PRV54579,2,0,2,1290,645.0,1200,784.8885271170677,2,2,0.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,0
PRV54580,30,0,30,7280,242.66666666666666,3200,596.4662220302072,19,15,1.3666666666666667,73.43333333333334,2.433333333333333,0.0,60.0,1.5789473684210527,2.0,0.0,0
PRV54581,11,0,11,2160,196.36363636363637,900,307.0267977643882,9,5,0.0,75.0909090909091,1.5454545454545454,0.0,0.0,1.2222222222222223,2.2,0.0,0
PRV54582,71,0,71,18960,267.0422535211268,3100,540.7518426524239,35,14,0.6056338028169014,76.94366197183099,2.3943661971830985,0.0,300.0,2.0285714285714285,5.071428571428571,0.0,0
PRV54585,75,0,75,22620,301.6,3300,629.8928265768494,34,13,2.013333333333333,71.50666666666666,2.6266666666666665,0.0,320.0,2.2058823529411766,5.769230769230769,0.0,0
PRV54587,3,0,3,150,50.0,70,26.457513110645905,2,3,0.0,95.0,2.0,0.0,0.0,1.5,1.0,0.0,0
PRV54588,63,0,63,17220,273.3333333333333,2900,510.0917058599333,47,5,1.2063492063492063,74.53968253968254,2.5714285714285716,0.0,120.0,1.3404255319148937,12.6,0.0,0
PRV54589,11,0,11,1700,154.54545454545453,700,198.96550637553418,5,4,0.0,67.63636363636364,2.727272727272727,0.0,0.0,2.2,2.75,0.0,0
PRV54590,66,1,65,28700,434.8484848484849,16000,1976.72086074523,34,7,1.5,78.65151515151516,2.5606060606060606,0.015151515151515152,1248.0,1.9411764705882353,9.428571428571429,0.015151515151515152,0
PRV54591,45,0,45,8280,184.0,1110,245.88800111211017,14,8,1.2444444444444445,73.24444444444444,2.7777777777777777,0.0,80.0,3.2142857142857144,5.625,0.0,0
PRV54593,35,0,35,10960,313.14285714285717,3300,689.1289106271662,22,1,0.9714285714285714,70.37142857142857,2.7142857142857144,0.0,30.0,1.5909090909090908,35.0,0.0,0
PRV54595,11,0,11,7620,692.7272727272727,2300,882.8600218504732,9,4,3.6363636363636362,74.9090909090909,2.4545454545454546,0.0,0.0,1.2222222222222223,2.75,0.0,0
PRV54596,64,0,64,16490,257.65625,1800,390.0945843282398,20,1,1.125,77.6875,3.3125,0.0,150.0,3.2,64.0,0.0,0
PRV54597,15,0,15,5000,333.3333333333333,3300,839.4442606073775,10,3,0.0,72.0,2.6666666666666665,0.0,10.0,1.5,5.0,0.0,0
PRV54598,9,0,9,1010,112.22222222222223,300,108.14085465005557,7,6,0.1111111111111111,67.33333333333333,2.888888888888889,0.0,0.0,1.2857142857142858,1.5,0.0,0
PRV54599,17,0,17,3820,224.7058823529412,800,216.8270522518703,11,6,1.1764705882352942,73.58823529411765,2.4705882352941178,0.0,60.0,1.5454545454545454,2.8333333333333335,0.0,0
PRV54601,11,0,11,710,64.54545454545455,200,54.472678723124375,6,3,1.8181818181818181,70.63636363636364,2.272727272727273,0.0,60.0,1.8333333333333333,3.6666666666666665,0.0,0
PRV54602,14,0,14,1710,122.14285714285714,700,185.18924089982912,13,5,2.857142857142857,71.78571428571429,2.142857142857143,0.0,30.0,1.0769230769230769,2.8,0.0,0
PRV54603,57,0,57,16180,283.859649122807,3300,564.1199036234764,32,9,1.9824561403508771,75.80701754385964,2.4210526315789473,0.0,280.0,1.78125,6.333333333333333,0.0,0
PRV54604,38,0,38,8240,216.8421052631579,1500,317.30371896831554,15,3,0.5789473684210527,72.13157894736842,3.1315789473684212,0.02631578947368421,70.0,2.533333333333333,12.666666666666666,0.0,0
PRV54606,8,0,8,1510,188.75,900,293.18144065212783,8,4,2.5,67.5,3.0,0.0,0.0,1.0,2.0,0.0,0
PRV54608,33,0,33,10650,322.72727272727275,3300,628.0986821714042,10,2,2.515151515151515,74.6969696969697,2.0606060606060606,0.0,0.0,3.3,16.5,0.0,0
PRV54609,45,0,45,17160,381.3333333333333,2300,609.525150499066,14,4,0.6666666666666666,67.93333333333334,2.7111111111111112,0.0,170.0,3.2142857142857144,11.25,0.0,0
PRV54610,45,0,45,14470,321.55555555555554,2900,634.733142049603,21,3,2.688888888888889,77.37777777777778,2.488888888888889,0.0,190.0,2.142857142857143,15.0,0.0,0
PRV54611,6,1,5,4760,793.3333333333334,4000,1577.030965665122,6,5,0.3333333333333333,69.5,2.5,0.0,1168.0,1.0,1.2,0.16666666666666666,0
PRV54612,12,0,12,1120,93.33333333333333,400,110.56329600840608,4,4,0.0,71.83333333333333,2.0833333333333335,0.0,90.0,3.0,3.0,0.0,0
PRV54614,15,0,15,1440,96.0,300,93.10516327557472,8,4,0.6,60.46666666666667,3.533333333333333,0.0,40.0,1.875,3.75,0.0,0
PRV54615,5,0,5,310,62.0,100,33.46640106136302,2,1,0.0,81.2,1.4,0.0,0.0,2.5,5.0,0.0,0
PRV54616,5,2,3,23310,4662.0,18000,7752.078430975786,5,4,1.6,78.2,4.0,0.4,2136.0,1.0,1.25,0.4,0
PRV54618,32,0,32,10200,318.75,2300,453.72828304912804,18,1,0.0625,69.46875,2.65625,0.0,180.0,1.7777777777777777,32.0,0.0,0
PRV54619,33,0,33,9710,294.24242424242425,1500,340.5604783205758,21,2,1.0303030303030303,79.78787878787878,3.0606060606060606,0.0,0.0,1.5714285714285714,16.5,0.0,0
PRV54620,13,7,6,74520,5732.307692307692,34000,9447.210482329474,12,5,2.923076923076923,72.38461538461539,6.384615384615385,0.5384615384615384,7476.0,1.0833333333333333,2.6,0.5384615384615384,0
PRV54621,1,0,1,900,900.0,900,0.0,1,1,0.0,79.0,1.0,0.0,0.0,1.0,1.0,0.0,0
PRV54622,10,0,10,890,89.0,300,90.48634028281715,8,6,1.8,74.6,2.3,0.0,30.0,1.25,1.6666666666666667,0.0,0
PRV54623,43,0,43,8030,186.74418604651163,1400,259.4290519604684,11,2,0.8837209302325582,76.0,2.558139534883721,0.0,300.0,3.909090909090909,21.5,0.0,0
PRV54624,10,0,10,10180,1018.0,3300,1254.634076799553,8,6,4.0,67.7,2.6,0.0,0.0,1.25,1.6666666666666667,0.0,0
PRV54625,16,0,16,7290,455.625,2900,913.3160734378871,7,1,1.875,74.25,1.9375,0.0,0.0,2.2857142857142856,16.0,0.0,0
PRV54627,26,0,26,5530,212.69230769230768,2000,444.4822398459375,13,5,0.8076923076923077,80.07692307692308,2.9615384615384617,0.0,0.0,2.0,5.2,0.0,0
PRV54628,4,0,4,1540,385.0,1400,677.1755065466165,4,2,0.75,75.25,2.0,0.0,0.0,1.0,2.0,0.0,0
PRV54629,3,0,3,580,193.33333333333334,400,179.25772879665004,3,2,0.0,79.66666666666667,2.0,0.0,0.0,1.0,1.5,0.0,0
PRV54630,85,0,85,25680,302.11764705882354,4300,659.52380750134,23,4,1.576470588235294,77.74117647058823,2.4235294117647057,0.0,100.0,3.6956521739130435,21.25,0.0,0
PRV54633,12,0,12,1430,119.16666666666667,500,158.08273629701478,6,7,3.25,66.33333333333333,1.9166666666666667,0.0,30.0,2.0,1.7142857142857142,0.0,0
PRV54634,32,0,32,6110,190.9375,1900,447.23782642694346,23,12,0.71875,72.375,2.90625,0.0,190.0,1.391304347826087,2.6666666666666665,0.0,0
PRV54635,33,0,33,6590,199.6969696969697,2400,427.43043913955205,11,1,2.121212121212121,76.15151515151516,2.9696969696969697,0.0,240.0,3.0,33.0,0.0,0
PRV54636,76,0,76,26500,348.6842105263158,3300,764.332112989745,51,2,2.039473684210526,75.19736842105263,2.4078947368421053,0.0,80.0,1.4901960784313726,38.0,0.0,0
PRV54637,13,13,0,226000,17384.615384615383,57000,19324.157858056242,12,4,7.3076923076923075,67.84615384615384,8.692307692307692,0.9230769230769231,12816.0,1.0833333333333333,3.25,1.0,0
PRV54638,6,6,0,82000,13666.666666666666,41000,13677.2316887105,6,3,3.5,81.0,9.0,0.6666666666666666,6408.0,1.0,2.0,1.0,0
PRV54639,13,13,0,110000,8461.538461538461,41000,10308.696851165561,12,4,4.0,78.92307692307692,8.153846153846153,0.6153846153846154,12816.0,1.0833333333333333,3.25,1.0,0
PRV54640,19,7,12,74260,3908.4210526315787,29000,7538.538955967747,19,16,3.6842105263157894,69.26315789473684,4.7894736842105265,0.3684210526315789,7516.0,1.0,1.1875,0.3684210526315789,0
PRV54642,49,0,49,14110,287.9591836734694,2800,513.3183693375095,46,30,2.2653061224489797,75.18367346938776,2.326530612244898,0.0,240.0,1.065217391304348,1.6333333333333333,0.0,0
PRV54643,18,0,18,8380,465.55555555555554,3300,1024.2370028018402,18,16,0.0,71.22222222222223,2.5,0.0,0.0,1.0,1.125,0.0,0
PRV54644,68,22,46,212370,3123.0882352941176,57000,7646.808769042632,66,53,2.0588235294117645,72.61764705882354,4.5588235294117645,0.2647058823529412,23516.0,1.0303030303030303,1.2830188679245282,0.3235294117647059,1
PRV54645,2,0,2,1010,505.0,1000,700.035713374682,2,2,0.0,85.0,3.0,0.0,60.0,1.0,1.0,0.0,0
PRV54646,23,0,23,11180,486.0869565217391,3300,789.1637641455139,13,1,2.4782608695652173,63.91304347826087,2.0869565217391304,0.0,0.0,1.7692307692307692,23.0,0.0,0
PRV54649,75,22,53,315080,4201.066666666667,57000,9967.527489415428,73,47,3.16,76.64,4.04,0.21333333333333335,22718.0,1.0273972602739727,1.5957446808510638,0.29333333333333333,1
PRV54651,91,21,70,291760,3206.153846153846,36000,7312.206806161076,87,61,2.208791208791209,71.89010989010988,3.868131868131868,0.18681318681318682,21470.0,1.0459770114942528,1.4918032786885247,0.23076923076923078,1
PRV54652,38,0,38,12020,316.3157894736842,2800,611.8311949347678,33,2,1.2105263157894737,74.23684210526316,3.5789473684210527,0.0,80.0,1.1515151515151516,19.0,0.0,0
PRV54653,70,40,30,377740,5396.285714285715,42000,7547.108894855532,61,34,3.1285714285714286,74.75714285714285,5.885714285714286,0.44285714285714284,42720.0,1.1475409836065573,2.0588235294117645,0.5714285714285714,0
PRV54656,35,0,35,11380,325.14285714285717,2500,556.170580205133,35,21,0.7714285714285715,72.65714285714286,2.5142857142857142,0.0,30.0,1.0,1.6666666666666667,0.0,0
PRV54657,46,17,29,292220,6352.608695652174,101000,17355.482954934843,46,34,2.3260869565217392,74.0,4.456521739130435,0.3695652173913043,18156.0,1.0,1.3529411764705883,0.3695652173913043,0
PRV54658,85,27,58,192580,2265.6470588235293,12000,3465.232228546754,85,57,2.3411764705882354,73.03529411764706,4.3882352941176475,0.21176470588235294,26800.0,1.0,1.4912280701754386,0.3176470588235294,0
PRV54660,24,0,24,5110,212.91666666666666,2400,486.2320001511774,21,18,1.3333333333333333,69.83333333333333,2.375,0.0,30.0,1.1428571428571428,1.3333333333333333,0.0,0
PRV54661,19,3,16,88200,4642.105263157895,68000,15597.848348391366,19,12,0.9473684210526315,73.36842105263158,3.3157894736842106,0.10526315789473684,3204.0,1.0,1.5833333333333333,0.15789473684210525,0
PRV54662,45,3,42,25590,568.6666666666666,8000,1471.763938581555,44,22,3.533333333333333,72.86666666666666,3.0,0.044444444444444446,3314.0,1.0227272727272727,2.0454545454545454,0.06666666666666667,0
PRV54664,2,0,2,1200,600.0,900,424.26406871192853,2,2,0.0,71.5,4.0,0.0,100.0,1.0,1.0,0.0,0
PRV54666,5,1,4,11310,2262.0,10000,4348.680259573012,5,3,2.0,72.8,3.6,0.0,1158.0,1.0,1.6666666666666667,0.2,0
PRV54667,166,9,157,136690,823.433734939759,17000,2148.912540729274,66,15,3.1325301204819276,68.68072289156626,3.1867469879518073,0.04216867469879518,8744.0,2.515151515151515,11.066666666666666,0.05421686746987952,0
PRV54668,306,1,305,96050,313.8888888888889,3300,633.2768597197171,261,26,1.2581699346405228,73.09803921568627,2.447712418300654,0.0,1598.0,1.1724137931034482,11.76923076923077,0.0032679738562091504,0
PRV54670,159,0,159,39370,247.61006289308176,3200,486.33407687358005,115,13,1.9119496855345912,73.9622641509434,2.559748427672956,0.0,240.0,1.382608695652174,12.23076923076923,0.0,0
PRV54671,3,0,3,920,306.6666666666667,800,427.70706486254505,1,2,0.0,75.0,1.0,0.0,0.0,3.0,1.5,0.0,0
PRV54672,10,0,10,4200,420.0,1700,589.5949645495815,7,4,3.4,60.0,3.2,0.0,0.0,1.4285714285714286,2.5,0.0,0
PRV54673,1,1,0,6000,6000.0,6000,0.0,1,1,13.0,66.0,9.0,1.0,0.0,1.0,1.0,1.0,0
PRV54674,3,3,0,27000,9000.0,16000,6244.9979983983985,3,1,10.0,86.0,9.0,0.6666666666666666,3204.0,1.0,3.0,1.0,0
PRV54675,37,37,0,422000,11405.405405405405,47000,10610.42322817903,34,3,5.054054054054054,72.62162162162163,7.972972972972973,0.7567567567567568,39516.0,1.088235294117647,12.333333333333334,1.0,1
PRV54676,40,40,0,375200,9380.0,40000,8110.651432940925,36,4,5.125,73.95,7.575,0.825,40584.0,1.1111111111111112,10.0,1.0,1
PRV54677,27,0,27,16270,602.5925925925926,2800,868.3033526658252,15,2,4.962962962962963,73.22222222222223,3.4074074074074074,0.0,110.0,1.8,13.5,0.0,0
PRV54678,15,0,15,6850,456.6666666666667,2500,806.4974241980535,7,3,0.0,70.0,2.6,0.0,70.0,2.142857142857143,5.0,0.0,0
PRV54679,1,1,0,7000,7000.0,7000,0.0,1,1,5.0,71.0,10.0,1.0,1068.0,1.0,1.0,1.0,0
PRV54680,18,18,0,257000,14277.777777777777,57000,13345.215293948242,17,4,7.277777777777778,70.11111111111111,8.61111111111111,1.2222222222222223,19224.0,1.0588235294117647,4.5,1.0,1
PRV54681,301,0,301,63790,211.9269102990033,3300,413.65155381482845,285,125,1.1295681063122924,74.54817275747509,2.7574750830564785,0.0,590.0,1.056140350877193,2.408,0.0,0
PRV54682,96,6,90,57690,600.9375,9000,1560.9343208307544,88,50,1.3854166666666667,70.16666666666667,2.7604166666666665,0.041666666666666664,5740.0,1.0909090909090908,1.92,0.0625,0
PRV54683,462,0,462,123850,268.0735930735931,8060,624.458091311511,406,140,1.2878787878787878,74.02597402597402,2.6255411255411256,0.0,1080.0,1.1379310344827587,3.3,0.0,0
PRV54684,133,0,133,43360,326.01503759398497,3000,570.0318170939499,128,44,2.0,73.93984962406014,2.593984962406015,0.0,240.0,1.0390625,3.022727272727273,0.0,0
PRV54685,145,0,145,40150,276.8965517241379,3300,627.3838064638159,139,46,2.3241379310344827,76.22758620689655,2.7103448275862068,0.0,260.0,1.0431654676258992,3.152173913043478,0.0,0
PRV54686,157,14,143,145620,927.515923566879,13000,2415.1184225493203,125,55,1.5541401273885351,71.17834394904459,2.9745222929936306,0.050955414012738856,15382.0,1.256,2.8545454545454545,0.08917197452229299,0
PRV54687,18,0,18,9390,521.6666666666666,2200,666.2471719396992,18,16,1.1111111111111112,73.88888888888889,2.611111111111111,0.0,70.0,1.0,1.125,0.0,0
PRV54688,1032,11,1021,401660,389.20542635658916,81000,2659.3794533801934,481,30,1.193798449612403,71.87112403100775,2.703488372093023,0.007751937984496124,14968.0,2.1455301455301456,34.4,0.01065891472868217,1
PRV54689,20,0,20,2070,103.5,600,131.28013438525468,20,16,0.1,77.5,1.6,0.0,0.0,1.0,1.25,0.0,0
PRV54690,840,0,840,224960,267.8095238095238,3300,522.237746656775,366,10,1.2738095238095237,72.27619047619048,2.580952380952381,0.0,1760.0,2.2950819672131146,84.0,0.0,0
PRV54691,67,7,60,98310,1467.313432835821,41000,5407.566130975878,66,34,0.9850746268656716,72.22388059701493,2.8805970149253732,0.014925373134328358,7048.0,1.0151515151515151,1.9705882352941178,0.1044776119402985,0
PRV54692,72,48,24,375880,5220.555555555556,51000,7805.990095891218,62,16,3.8194444444444446,78.65277777777777,6.291666666666667,0.4027777777777778,51264.0,1.1612903225806452,4.5,0.6666666666666666,1
PRV54693,52,2,50,39930,767.8846153846154,11000,1718.383116608444,51,26,3.0576923076923075,73.0576923076923,3.2884615384615383,0.038461538461538464,2136.0,1.0196078431372548,2.0,0.038461538461538464,0
PRV54694,330,0,330,90760,275.030303030303,3300,490.8637932427132,155,17,1.396969696969697,72.04545454545455,2.639393939393939,0.0,430.0,2.129032258064516,19.41176470588235,0.0,0
PRV54695,53,0,53,15750,297.1698113207547,3300,535.7933634358368,53,25,1.7735849056603774,76.9622641509434,2.981132075471698,0.0,260.0,1.0,2.12,0.0,0
PRV54696,71,6,65,139150,1959.8591549295775,50000,7833.432287857647,63,28,2.6901408450704225,71.47887323943662,2.915492957746479,0.07042253521126761,6798.0,1.126984126984127,2.5357142857142856,0.08450704225352113,0
PRV54697,8,1,7,10880,1360.0,10000,3499.020271039146,8,6,3.125,76.125,2.875,0.125,1068.0,1.0,1.3333333333333333,0.125,0
PRV54699,4,0,4,360,90.0,200,80.82903768654761,4,4,0.0,77.25,1.25,0.0,100.0,1.0,1.0,0.0,0
PRV54701,6,0,6,1310,218.33333333333334,1000,384.0008680545744,5,5,0.0,82.0,1.1666666666666667,0.0,0.0,1.2,1.2,0.0,0
PRV54703,11,0,11,660,60.0,200,58.309518948453004,11,11,0.0,75.63636363636364,2.8181818181818183,0.0,0.0,1.0,1.0,0.0,0
PRV54704,161,0,161,44710,277.70186335403724,3000,546.0371421057417,115,20,1.1055900621118013,74.24844720496894,2.3850931677018634,0.0,170.0,1.4,8.05,0.0,0
PRV54705,257,20,237,219740,855.0194552529183,19000,2585.6728338144903,119,19,1.5330739299610896,74.30739299610894,3.0311284046692606,0.0311284046692607,20672.0,2.1596638655462184,13.526315789473685,0.07782101167315175,0
PRV54707,9,0,9,1280,142.22222222222223,500,157.93810320642845,8,1,0.0,64.66666666666667,2.111111111111111,0.0,0.0,1.125,9.0,0.0,0
PRV54708,8,0,8,2680,335.0,1800,611.6021115538622,8,2,0.125,74.625,3.125,0.0,0.0,1.0,4.0,0.0,0
PRV54710,2,0,2,860,430.0,800,523.2590180780452,2,2,0.0,61.5,1.0,0.0,0.0,1.0,1.0,0.0,0
PRV54711,2,0,2,40,20.0,20,0.0,2,1,0.0,81.5,2.5,0.0,0.0,1.0,2.0,0.0,0
PRV54712,14,0,14,7460,532.8571428571429,2300,711.2548885480624,13,1,1.4285714285714286,68.78571428571429,3.2142857142857144,0.0,0.0,1.0769230769230769,14.0,0.0,0
PRV54713,17,0,17,1770,104.11764705882354,400,109.43370273420179,17,1,1.2941176470588236,69.94117647058823,2.6470588235294117,0.0,200.0,1.0,17.0,0.0,0
PRV54714,10,0,10,2480,248.0,1400,424.4421175038018,10,1,0.3,78.5,2.2,0.0,0.0,1.0,10.0,0.0,0
PRV54715,19,0,19,6890,362.63157894736844,2200,640.7360533468361,18,2,2.0526315789473686,77.3157894736842,2.5789473684210527,0.0,100.0,1.0555555555555556,9.5,0.0,0
PRV54716,141,0,141,39240,278.29787234042556,3300,597.3022176500994,55,2,0.8014184397163121,74.47517730496453,2.5106382978723403,0.0,680.0,2.5636363636363635,70.5,0.0,0
PRV54717,3,0,3,2400,800.0,2300,1300.0,3,1,0.0,59.666666666666664,1.3333333333333333,0.0,0.0,1.0,3.0,0.0,0
PRV54718,29,29,0,302000,10413.793103448275,57000,12508.617719051907,24,2,6.137931034482759,75.06896551724138,8.137931034482758,0.7241379310344828,30972.0,1.2083333333333333,14.5,1.0,1
PRV54720,9,9,0,127000,14111.111111111111,27000,8594.248722902492,9,1,3.888888888888889,76.77777777777777,8.666666666666666,1.0,8544.0,1.0,9.0,1.0,0
PRV54723,90,0,90,24350,270.55555555555554,2200,452.54178802913805,86,36,1.5444444444444445,74.45555555555555,2.7666666666666666,0.0,170.0,1.0465116279069768,2.5,0.0,0
PRV54724,71,48,23,495650,6980.985915492958,57000,8738.07532827773,67,14,4.295774647887324,78.08450704225352,6.464788732394366,0.5211267605633803,50266.0,1.0597014925373134,5.071428571428571,0.676056338028169,0
PRV54725,116,0,116,34700,299.13793103448273,3300,573.595174568141,112,65,2.0344827586206895,77.01724137931035,2.836206896551724,0.0,150.0,1.0357142857142858,1.7846153846153847,0.0,0
