Provider,ActualLabel,FraudProbability,RecommendedAction,TopReasons
PRV53909,No Fraud,0.0369,No action needed,total_claims = 256.0 (contributed +0.113 to fraud score) | avg_patient_age = 73.77 (contributed +0.093 to fraud score) | avg_num_diagnosis_codes = 2.41 (contributed +0.054 to fraud score)
PRV54820,No Fraud,0.0369,No action needed,avg_patient_age = 96.0 (contributed +1.319 to fraud score) | avg_num_diagnosis_codes = 9.0 (contributed +0.399 to fraud score) | avg_num_procedure_codes = 0.0 (contributed +0.035 to fraud score)
PRV56218,No Fraud,0.0367,No action needed,total_deductible_paid = 6618.0 (contributed +0.261 to fraud score) | std_claim_amount = 1372.75 (contributed +0.128 to fraud score) | num_outpatient_claims = 112.0 (contributed +0.008 to fraud score)
PRV56957,No Fraud,0.0366,No action needed,claims_per_patient = 1.28 (contributed +0.365 to fraud score) | unique_physicians = 1.0 (contributed +0.047 to fraud score)
PRV56200,No Fraud,0.0366,No action needed,avg_claim_amount = 217.24 (contributed +0.864 to fraud score) | claims_per_patient = 1.41 (contributed +0.22 to fraud score) | unique_patients = 41.0 (contributed +0.049 to fraud score)
PRV51716,No Fraud,0.0366,No action needed,avg_num_diagnosis_codes = 2.34 (contributed +0.574 to fraud score) | claims_per_patient = 1.28 (contributed +0.216 to fraud score) | std_claim_amount = 485.94 (contributed +0.072 to fraud score)
PRV54854,No Fraud,0.0364,No action needed,claims_per_patient = 2.38 (contributed +0.536 to fraud score) | avg_num_diagnosis_codes = 2.39 (contributed +0.148 to fraud score) | unique_physicians = 3.0 (contributed +0.115 to fraud score)
PRV54479,No Fraud,0.0361,No action needed,claims_per_patient = 1.89 (contributed +0.32 to fraud score) | total_claims = 17.0 (contributed +0.269 to fraud score) | avg_claim_amount = 508.24 (contributed +0.218 to fraud score)
PRV57491,No Fraud,0.036,No action needed,claims_per_patient = 1.87 (contributed +0.287 to fraud score) | avg_patient_age = 74.41 (contributed +0.03 to fraud score) | avg_num_diagnosis_codes = 2.41 (contributed +0.008 to fraud score)
PRV57658,No Fraud,0.0359,No action needed,claims_per_physician = 10.2 (contributed +0.821 to fraud score) | unique_patients = 37.0 (contributed +0.072 to fraud score) | unique_physicians = 5.0 (contributed +0.025 to fraud score)
PRV54506,No Fraud,0.0359,No action needed,total_deductible_paid = 3634.0 (contributed +0.224 to fraud score) | claims_per_patient = 1.79 (contributed +0.122 to fraud score) | std_claim_amount = 1250.05 (contributed +0.114 to fraud score)
PRV52212,No Fraud,0.0359,No action needed,avg_claim_amount = 206.56 (contributed +0.693 to fraud score) | avg_claim_duration = 0.98 (contributed +0.165 to fraud score) | claims_per_physician = 32.0 (contributed +0.083 to fraud score)
PRV51536,No Fraud,0.0355,No action needed,total_claims = 16.0 (contributed +0.279 to fraud score) | total_deductible_paid = 4392.0 (contributed +0.214 to fraud score) | avg_claim_amount = 2596.88 (contributed +0.082 to fraud score)
PRV56453,No Fraud,0.0354,No action needed,claims_per_patient = 2.02 (contributed +0.386 to fraud score) | avg_patient_age = 71.34 (contributed +0.139 to fraud score) | avg_num_diagnosis_codes = 2.83 (contributed +0.081 to fraud score)
PRV53413,No Fraud,0.0354,No action needed,total_claims = 30.0 (contributed +0.167 to fraud score) | avg_patient_age = 76.53 (contributed +0.051 to fraud score) | max_claim_amount = 16000.0 (contributed +0.02 to fraud score)
PRV56672,No Fraud,0.0353,No action needed,claims_per_patient = 2.3 (contributed +0.481 to fraud score) | unique_physicians = 20.0 (contributed +0.04 to fraud score) | num_outpatient_claims = 161.0 (contributed +0.01 to fraud score)
PRV55323,No Fraud,0.0353,No action needed,claims_per_patient = 1.33 (contributed +0.198 to fraud score) | std_claim_amount = 511.53 (contributed +0.146 to fraud score) | unique_physicians = 5.0 (contributed +0.017 to fraud score)
PRV52294,No Fraud,0.0353,No action needed,avg_claim_duration = 4.57 (contributed +0.247 to fraud score) | total_deductible_paid = 7476.0 (contributed +0.122 to fraud score) | unique_physicians = 1.0 (contributed +0.043 to fraud score)
PRV54326,No Fraud,0.0353,No action needed,total_deductible_paid = 5340.0 (contributed +0.704 to fraud score) | claims_per_patient = 1.25 (contributed +0.639 to fraud score) | avg_claim_duration = 5.2 (contributed +0.24 to fraud score)
PRV52394,No Fraud,0.0352,No action needed,total_deductible_paid = 3754.0 (contributed +0.223 to fraud score) | avg_claim_amount = 470.59 (contributed +0.157 to fraud score) | claims_per_physician = 2.62 (contributed +0.005 to fraud score)
PRV55410,No Fraud,0.0352,No action needed,claims_per_patient = 1.7 (contributed +0.484 to fraud score) | avg_num_diagnosis_codes = 2.32 (contributed +0.206 to fraud score) | unique_patients = 33.0 (contributed +0.057 to fraud score)
PRV55069,No Fraud,0.0352,No action needed,claims_per_patient = 1.05 (contributed +0.461 to fraud score) | total_claims = 21.0 (contributed +0.169 to fraud score) | unique_physicians = 4.0 (contributed +0.122 to fraud score)
PRV56683,No Fraud,0.035,No action needed,claims_per_physician = 12.85 (contributed +0.086 to fraud score) | unique_patients = 143.0 (contributed +0.053 to fraud score) | avg_patient_age = 73.92 (contributed +0.038 to fraud score)
PRV52928,No Fraud,0.0349,No action needed,max_claim_amount = 1300.0 (contributed +0.417 to fraud score) | avg_claim_amount = 225.85 (contributed +0.207 to fraud score) | claims_per_patient = 1.78 (contributed +0.186 to fraud score)
PRV51950,No Fraud,0.0347,No action needed,num_outpatient_claims = 66.0 (contributed +0.036 to fraud score) | avg_claim_amount = 663.33 (contributed +0.018 to fraud score) | unique_physicians = 16.0 (contributed +0.002 to fraud score)
PRV57127,No Fraud,0.0347,No action needed,total_claims = 22.0 (contributed +0.202 to fraud score) | inpatient_ratio = 0.36 (contributed +0.105 to fraud score) | total_deductible_paid = 8544.0 (contributed +0.102 to fraud score)
PRV55300,No Fraud,0.0347,No action needed,max_claim_amount = 1600.0 (contributed +0.55 to fraud score) | avg_patient_age = 76.53 (contributed +0.025 to fraud score) | num_outpatient_claims = 32.0 (contributed +0.013 to fraud score)
PRV56791,No Fraud,0.0346,No action needed,total_claims = 233.0 (contributed +0.114 to fraud score) | claims_per_patient = 1.44 (contributed +0.063 to fraud score) | unique_physicians = 6.0 (contributed +0.043 to fraud score)
PRV52468,No Fraud,0.0346,No action needed,total_deductible_paid = 3204.0 (contributed +0.285 to fraud score) | total_claims = 21.0 (contributed +0.178 to fraud score) | avg_patient_age = 71.52 (contributed +0.111 to fraud score)
PRV57152,No Fraud,0.0346,No action needed,total_claims = 400.0 (contributed +0.278 to fraud score) | unique_physicians = 168.0 (contributed +0.169 to fraud score) | num_outpatient_claims = 400.0 (contributed +0.025 to fraud score)
PRV53419,No Fraud,0.0346,No action needed,total_claims = 19.0 (contributed +0.231 to fraud score) | total_deductible_paid = 5340.0 (contributed +0.17 to fraud score) | avg_claim_amount = 2442.63 (contributed +0.065 to fraud score)
PRV52533,No Fraud,0.0345,No action needed,claims_per_patient = 1.59 (contributed +0.674 to fraud score) | max_claim_amount = 900.0 (contributed +0.279 to fraud score) | std_claim_amount = 221.91 (contributed +0.039 to fraud score)
PRV52421,No Fraud,0.0344,No action needed,claims_per_patient = 1.51 (contributed +0.281 to fraud score) | avg_num_diagnosis_codes = 2.55 (contributed +0.129 to fraud score) | unique_physicians = 6.0 (contributed +0.118 to fraud score)
PRV54887,No Fraud,0.0344,No action needed,claims_per_physician = 1.86 (contributed +0.378 to fraud score)
PRV55272,No Fraud,0.0344,No action needed,num_outpatient_claims = 211.0 (contributed +0.034 to fraud score) | total_claims = 211.0 (contributed +0.031 to fraud score) | unique_physicians = 11.0 (contributed +0.016 to fraud score)
PRV57086,No Fraud,0.0343,No action needed,avg_claim_duration = 6.0 (contributed +0.482 to fraud score) | total_deductible_paid = 5340.0 (contributed +0.109 to fraud score) | total_claims = 6.0 (contributed +0.093 to fraud score)
PRV54704,No Fraud,0.0342,No action needed,std_claim_amount = 546.04 (contributed +0.071 to fraud score) | unique_physicians = 20.0 (contributed +0.035 to fraud score) | num_outpatient_claims = 161.0 (contributed +0.01 to fraud score)
PRV53296,No Fraud,0.034,No action needed,claims_per_physician = 1.78 (contributed +0.211 to fraud score) | total_claims = 187.0 (contributed +0.069 to fraud score) | avg_num_diagnosis_codes = 2.68 (contributed +0.059 to fraud score)
PRV53502,No Fraud,0.0339,No action needed,claims_per_patient = 1.74 (contributed +0.306 to fraud score) | max_claim_amount = 1500.0 (contributed +0.283 to fraud score) | unique_physicians = 5.0 (contributed +0.099 to fraud score)
PRV53817,No Fraud,0.0337,No action needed,claims_per_physician = 10.5 (contributed +0.999 to fraud score) | total_claims = 21.0 (contributed +0.161 to fraud score) | max_claim_amount = 1200.0 (contributed +0.11 to fraud score)
PRV54661,No Fraud,0.0337,No action needed,total_claims = 19.0 (contributed +0.207 to fraud score) | inpatient_ratio = 0.16 (contributed +0.006 to fraud score)
PRV55418,No Fraud,0.0334,No action needed,total_deductible_paid = 3304.0 (contributed +0.722 to fraud score) | claims_per_patient = 1.5 (contributed +0.492 to fraud score) | inpatient_ratio = 0.33 (contributed +0.276 to fraud score)
PRV55459,No Fraud,0.0334,No action needed,total_claims = 344.0 (contributed +0.337 to fraud score) | claims_per_patient = 1.27 (contributed +0.289 to fraud score)
PRV53076,No Fraud,0.0333,No action needed,claims_per_patient = 2.23 (contributed +0.377 to fraud score) | avg_num_diagnosis_codes = 2.59 (contributed +0.101 to fraud score) | unique_physicians = 1.0 (contributed +0.043 to fraud score)
PRV55235,No Fraud,0.0333,No action needed,avg_patient_age = 73.21 (contributed +0.002 to fraud score)
PRV53616,No Fraud,0.0332,No action needed,total_deductible_paid = 2336.0 (contributed +0.312 to fraud score) | avg_claim_amount = 794.77 (contributed +0.043 to fraud score) | inpatient_ratio = 0.05 (contributed +0.007 to fraud score)
PRV53077,No Fraud,0.0332,No action needed,claims_per_patient = 1.53 (contributed +0.188 to fraud score) | avg_num_diagnosis_codes = 2.15 (contributed +0.183 to fraud score) | unique_physicians = 2.0 (contributed +0.024 to fraud score)
PRV52160,No Fraud,0.0331,No action needed,total_deductible_paid = 3474.0 (contributed +0.25 to fraud score) | avg_claim_amount = 782.26 (contributed +0.061 to fraud score)
PRV52614,No Fraud,0.0331,No action needed,claims_per_patient = 1.66 (contributed +0.192 to fraud score) | unique_physicians = 3.0 (contributed +0.018 to fraud score) | num_outpatient_claims = 156.0 (contributed +0.013 to fraud score)
PRV54163,No Fraud,0.0331,No action needed,avg_claim_amount = 215.12 (contributed +0.557 to fraud score) | std_claim_amount = 433.3 (contributed +0.141 to fraud score) | num_outpatient_claims = 41.0 (contributed +0.015 to fraud score)
PRV52133,No Fraud,0.033,No action needed,total_deductible_paid = 3296.0 (contributed +0.213 to fraud score) | total_claims = 305.0 (contributed +0.104 to fraud score)
PRV51679,No Fraud,0.0329,No action needed,claims_per_patient = 2.38 (contributed +0.554 to fraud score) | avg_claim_amount = 1037.37 (contributed +0.033 to fraud score) | unique_patients = 16.0 (contributed +0.013 to fraud score)
PRV57181,No Fraud,0.0329,No action needed,claims_per_patient = 2.52 (contributed +0.393 to fraud score) | std_claim_amount = 537.69 (contributed +0.072 to fraud score) | avg_claim_duration = 1.03 (contributed +0.071 to fraud score)
PRV54155,No Fraud,0.0329,No action needed,claims_per_patient = 1.76 (contributed +0.232 to fraud score) | avg_claim_amount = 479.22 (contributed +0.222 to fraud score) | avg_num_diagnosis_codes = 2.22 (contributed +0.064 to fraud score)
PRV57014,No Fraud,0.0329,No action needed,claims_per_patient = 1.65 (contributed +0.374 to fraud score) | avg_num_diagnosis_codes = 2.5 (contributed +0.221 to fraud score) | avg_claim_amount = 225.92 (contributed +0.075 to fraud score)
PRV57689,No Fraud,0.0327,No action needed,claims_per_physician = 10.6 (contributed +0.803 to fraud score) | claims_per_patient = 1.29 (contributed +0.081 to fraud score) | unique_patients = 41.0 (contributed +0.041 to fraud score)
PRV54910,No Fraud,0.0326,No action needed,total_deductible_paid = 3314.0 (contributed +0.15 to fraud score) | total_claims = 215.0 (contributed +0.097 to fraud score) | claims_per_patient = 1.41 (contributed +0.092 to fraud score)
PRV51380,No Fraud,0.0326,No action needed,total_deductible_paid = 4272.0 (contributed +0.095 to fraud score) | avg_claim_amount = 6445.0 (contributed +0.064 to fraud score) | std_claim_amount = 8871.04 (contributed +0.051 to fraud score)
PRV53973,No Fraud,0.0323,No action needed,claims_per_patient = 2.02 (contributed +0.358 to fraud score) | claims_per_physician = 13.08 (contributed +0.082 to fraud score) | num_outpatient_claims = 170.0 (contributed +0.046 to fraud score)
PRV57150,No Fraud,0.0322,No action needed,avg_claim_amount = 223.86 (contributed +0.269 to fraud score) | claims_per_patient = 1.35 (contributed +0.247 to fraud score) | avg_patient_age = 75.69 (contributed +0.098 to fraud score)
PRV54114,No Fraud,0.0322,No action needed,total_deductible_paid = 3344.0 (contributed +0.801 to fraud score) | avg_claim_duration = 3.55 (contributed +0.139 to fraud score) | avg_claim_amount = 2071.82 (contributed +0.046 to fraud score)
PRV51054,No Fraud,0.0321,No action needed,avg_patient_age = 70.33 (contributed +0.284 to fraud score) | claims_per_patient = 1.42 (contributed +0.182 to fraud score) | unique_patients = 40.0 (contributed +0.138 to fraud score)
PRV53526,No Fraud,0.0319,No action needed,avg_num_diagnosis_codes = 2.33 (contributed +0.865 to fraud score) | claims_per_patient = 2.14 (contributed +0.392 to fraud score) | std_claim_amount = 523.2 (contributed +0.08 to fraud score)
PRV55264,No Fraud,0.0319,No action needed,total_claims = 528.0 (contributed +0.383 to fraud score) | claims_per_patient = 1.73 (contributed +0.055 to fraud score)
PRV54678,No Fraud,0.0318,No action needed,avg_claim_duration = 0.0 (contributed +0.514 to fraud score) | claims_per_patient = 2.14 (contributed +0.399 to fraud score) | avg_num_diagnosis_codes = 2.6 (contributed +0.14 to fraud score)
PRV54990,No Fraud,0.0317,No action needed,total_claims = 20.0 (contributed +0.22 to fraud score) | total_deductible_paid = 4272.0 (contributed +0.209 to fraud score) | claims_per_physician = 1.25 (contributed +0.062 to fraud score)
PRV55463,No Fraud,0.0317,No action needed,claims_per_physician = 1.86 (contributed +0.371 to fraud score) | total_claims = 257.0 (contributed +0.07 to fraud score) | unique_patients = 220.0 (contributed +0.004 to fraud score)
PRV56840,No Fraud,0.0316,No action needed,max_claim_amount = 1800.0 (contributed +0.552 to fraud score) | avg_num_diagnosis_codes = 2.43 (contributed +0.122 to fraud score) | avg_claim_amount = 214.49 (contributed +0.098 to fraud score)
PRV53001,No Fraud,0.0314,No action needed,claims_per_patient = 1.43 (contributed +0.173 to fraud score) | avg_num_diagnosis_codes = 2.68 (contributed +0.055 to fraud score) | unique_physicians = 6.0 (contributed +0.022 to fraud score)
PRV53016,No Fraud,0.0314,No action needed,avg_claim_amount = 545.16 (contributed +0.244 to fraud score) | std_claim_amount = 1245.42 (contributed +0.186 to fraud score) | claims_per_patient = 1.72 (contributed +0.176 to fraud score)
PRV57640,No Fraud,0.0314,No action needed,inpatient_ratio = 0.33 (contributed +0.262 to fraud score) | total_deductible_paid = 5340.0 (contributed +0.203 to fraud score) | avg_claim_amount = 3208.67 (contributed +0.061 to fraud score)
PRV53627,No Fraud,0.0314,No action needed,claims_per_patient = 2.11 (contributed +0.473 to fraud score) | num_outpatient_claims = 118.0 (contributed +0.007 to fraud score) | unique_physicians = 1.0 (contributed +0.0 to fraud score)
PRV55984,No Fraud,0.0313,No action needed,total_claims = 392.0 (contributed +0.333 to fraud score) | avg_patient_age = 73.72 (contributed +0.05 to fraud score)
PRV56401,No Fraud,0.0313,No action needed,claims_per_patient = 3.67 (contributed +0.631 to fraud score) | max_claim_amount = 3300.0 (contributed +0.016 to fraud score) | num_outpatient_claims = 143.0 (contributed +0.009 to fraud score)
PRV52788,No Fraud,0.0313,No action needed,total_claims = 401.0 (contributed +0.176 to fraud score) | num_outpatient_claims = 401.0 (contributed +0.034 to fraud score)
PRV53969,No Fraud,0.0312,No action needed,claims_per_patient = 1.64 (contributed +0.229 to fraud score) | avg_patient_age = 72.01 (contributed +0.138 to fraud score) | avg_num_diagnosis_codes = 2.75 (contributed +0.068 to fraud score)
PRV55573,No Fraud,0.0311,No action needed,total_deductible_paid = 4322.0 (contributed +0.292 to fraud score) | inpatient_ratio = 0.36 (contributed +0.211 to fraud score) | avg_patient_age = 70.36 (contributed +0.112 to fraud score)
PRV51288,No Fraud,0.031,No action needed,total_deductible_paid = 3204.0 (contributed +0.296 to fraud score) | std_claim_amount = 9989.7 (contributed +0.247 to fraud score) | avg_claim_duration = 3.25 (contributed +0.141 to fraud score)
PRV56931,No Fraud,0.031,No action needed,claims_per_physician = 10.5 (contributed +0.912 to fraud score) | max_claim_amount = 1700.0 (contributed +0.211 to fraud score) | total_claims = 21.0 (contributed +0.198 to fraud score)
PRV56618,No Fraud,0.031,No action needed,std_claim_amount = 506.82 (contributed +0.101 to fraud score) | claims_per_physician = 15.0 (contributed +0.066 to fraud score) | unique_physicians = 9.0 (contributed +0.032 to fraud score)
PRV53814,No Fraud,0.031,No action needed,total_deductible_paid = 3244.0 (contributed +0.277 to fraud score) | inpatient_ratio = 0.06 (contributed +0.027 to fraud score) | unique_physicians = 8.0 (contributed +0.019 to fraud score)
PRV53695,No Fraud,0.031,No action needed,claims_per_patient = 1.49 (contributed +0.285 to fraud score) | num_outpatient_claims = 116.0 (contributed +0.01 to fraud score) | unique_physicians = 16.0 (contributed +0.01 to fraud score)
PRV55257,No Fraud,0.0309,No action needed,claims_per_patient = 1.85 (contributed +0.141 to fraud score) | std_claim_amount = 516.55 (contributed +0.121 to fraud score) | claims_per_physician = 13.7 (contributed +0.095 to fraud score)
PRV55116,No Fraud,0.0309,No action needed,claims_per_patient = 1.99 (contributed +0.168 to fraud score) | total_claims = 284.0 (contributed +0.118 to fraud score) | unique_physicians = 2.0 (contributed +0.053 to fraud score)
PRV53971,No Fraud,0.0309,No action needed,avg_claim_amount = 217.75 (contributed +0.299 to fraud score) | avg_num_diagnosis_codes = 2.39 (contributed +0.083 to fraud score) | unique_patients = 55.0 (contributed +0.061 to fraud score)
PRV54907,No Fraud,0.0309,No action needed,claims_per_patient = 1.42 (contributed +0.052 to fraud score) | avg_patient_age = 75.36 (contributed +0.009 to fraud score)
PRV57346,No Fraud,0.0308,No action needed,total_claims = 532.0 (contributed +0.23 to fraud score) | avg_patient_age = 73.37 (contributed +0.156 to fraud score) | num_outpatient_claims = 532.0 (contributed +0.042 to fraud score)
PRV51990,No Fraud,0.0305,No action needed,avg_claim_amount = 210.0 (contributed +0.805 to fraud score) | std_claim_amount = 373.65 (contributed +0.101 to fraud score) | claims_per_patient = 1.82 (contributed +0.051 to fraud score)
PRV51017,No Fraud,0.0305,No action needed,total_claims = 515.0 (contributed +0.332 to fraud score) | unique_physicians = 113.0 (contributed +0.049 to fraud score) | num_outpatient_claims = 515.0 (contributed +0.045 to fraud score)
PRV55006,No Fraud,0.0305,No action needed,total_deductible_paid = 3344.0 (contributed +0.31 to fraud score) | avg_claim_amount = 908.54 (contributed +0.059 to fraud score) | num_outpatient_claims = 38.0 (contributed +0.008 to fraud score)
PRV55295,No Fraud,0.0303,No action needed,claims_per_patient = 1.24 (contributed +0.269 to fraud score) | unique_physicians = 3.0 (contributed +0.115 to fraud score) | unique_patients = 71.0 (contributed +0.057 to fraud score)
PRV57355,No Fraud,0.0301,No action needed,claims_per_patient = 1.62 (contributed +0.257 to fraud score) | avg_num_diagnosis_codes = 2.41 (contributed +0.196 to fraud score) | avg_claim_amount = 477.65 (contributed +0.175 to fraud score)
PRV51414,No Fraud,0.0301,No action needed,total_deductible_paid = 3204.0 (contributed +0.274 to fraud score) | total_claims = 28.0 (contributed +0.174 to fraud score) | avg_patient_age = 71.82 (contributed +0.139 to fraud score)
PRV56702,No Fraud,0.03,No action needed,total_claims = 224.0 (contributed +0.21 to fraud score) | avg_num_diagnosis_codes = 2.79 (contributed +0.067 to fraud score) | num_outpatient_claims = 224.0 (contributed +0.033 to fraud score)
PRV57207,No Fraud,0.03,No action needed,claims_per_patient = 1.49 (contributed +0.249 to fraud score) | avg_num_diagnosis_codes = 2.25 (contributed +0.219 to fraud score) | std_claim_amount = 527.25 (contributed +0.063 to fraud score)
PRV57763,No Fraud,0.0299,No action needed,claims_per_patient = 1.69 (contributed +0.226 to fraud score) | avg_num_diagnosis_codes = 2.53 (contributed +0.201 to fraud score) | avg_patient_age = 73.53 (contributed +0.11 to fraud score)
PRV52087,No Fraud,0.0298,No action needed,total_deductible_paid = 2376.0 (contributed +0.803 to fraud score) | claims_per_patient = 1.27 (contributed +0.361 to fraud score) | unique_patients = 44.0 (contributed +0.006 to fraud score)
PRV56289,No Fraud,0.0297,No action needed,claims_per_physician = 1.25 (contributed +0.268 to fraud score) | avg_claim_duration = 4.0 (contributed +0.249 to fraud score) | total_deductible_paid = 5340.0 (contributed +0.224 to fraud score)
PRV53095,No Fraud,0.0295,No action needed,avg_claim_amount = 9025.0 (contributed +0.299 to fraud score) | avg_claim_duration = 3.75 (contributed +0.247 to fraud score) | std_claim_amount = 13713.83 (contributed +0.229 to fraud score)
PRV51112,No Fraud,0.0294,No action needed,claims_per_patient = 1.56 (contributed +0.26 to fraud score) | total_claims = 304.0 (contributed +0.144 to fraud score) | unique_physicians = 7.0 (contributed +0.008 to fraud score)
PRV51346,No Fraud,0.0293,No action needed,total_deductible_paid = 5820.0 (contributed +0.129 to fraud score) | max_claim_amount = 15000.0 (contributed +0.034 to fraud score) | avg_patient_age = 73.7 (contributed +0.016 to fraud score)
PRV52274,No Fraud,0.0292,No action needed,avg_claim_amount = 205.26 (contributed +0.536 to fraud score) | max_claim_amount = 1200.0 (contributed +0.214 to fraud score) | unique_physicians = 2.0 (contributed +0.045 to fraud score)
PRV51526,No Fraud,0.0292,No action needed,inpatient_ratio = 0.35 (contributed +0.312 to fraud score) | avg_claim_duration = 3.5 (contributed +0.264 to fraud score) | total_deductible_paid = 7476.0 (contributed +0.245 to fraud score)
PRV57242,No Fraud,0.0292,No action needed,claims_per_patient = 2.34 (contributed +0.397 to fraud score) | num_outpatient_claims = 103.0 (contributed +0.027 to fraud score) | unique_physicians = 2.0 (contributed +0.014 to fraud score)
PRV51795,No Fraud,0.0292,No action needed,avg_claim_amount = 208.61 (contributed +1.089 to fraud score) | claims_per_patient = 1.38 (contributed +0.149 to fraud score) | claims_per_physician = 12.0 (contributed +0.086 to fraud score)
PRV54636,No Fraud,0.0292,No action needed,claims_per_patient = 1.49 (contributed +0.198 to fraud score) | avg_num_diagnosis_codes = 2.41 (contributed +0.185 to fraud score) | unique_physicians = 2.0 (contributed +0.025 to fraud score)
PRV54818,No Fraud,0.0291,No action needed,avg_claim_amount = 9200.0 (contributed +0.273 to fraud score) | total_deductible_paid = 5340.0 (contributed +0.18 to fraud score) | avg_patient_age = 70.6 (contributed +0.139 to fraud score)
PRV55606,No Fraud,0.0291,No action needed,total_deductible_paid = 4272.0 (contributed +0.81 to fraud score) | claims_per_patient = 1.33 (contributed +0.346 to fraud score) | avg_claim_amount = 10000.0 (contributed +0.019 to fraud score)
PRV55489,No Fraud,0.029,No action needed,total_claims = 361.0 (contributed +0.198 to fraud score) | claims_per_patient = 1.66 (contributed +0.088 to fraud score) | unique_physicians = 3.0 (contributed +0.007 to fraud score)
PRV54404,No Fraud,0.0289,No action needed,claims_per_physician = 10.64 (contributed +0.201 to fraud score) | total_deductible_paid = 3166.0 (contributed +0.133 to fraud score) | total_claims = 266.0 (contributed +0.088 to fraud score)
PRV54212,No Fraud,0.0289,No action needed,claims_per_patient = 1.69 (contributed +0.412 to fraud score) | avg_claim_amount = 220.74 (contributed +0.099 to fraud score) | unique_patients = 32.0 (contributed +0.083 to fraud score)
PRV56028,No Fraud,0.0288,No action needed,total_deductible_paid = 4822.0 (contributed +0.121 to fraud score) | total_claims = 201.0 (contributed +0.094 to fraud score) | unique_physicians = 4.0 (contributed +0.053 to fraud score)
PRV57046,No Fraud,0.0288,No action needed,claims_per_patient = 1.73 (contributed +0.154 to fraud score) | unique_physicians = 7.0 (contributed +0.046 to fraud score) | claims_per_physician = 13.86 (contributed +0.036 to fraud score)
PRV51273,No Fraud,0.0288,No action needed,total_claims = 553.0 (contributed +0.331 to fraud score) | max_claim_amount = 6600.0 (contributed +0.071 to fraud score) | unique_physicians = 131.0 (contributed +0.025 to fraud score)
PRV56562,No Fraud,0.0288,No action needed,avg_claim_amount = 1314.86 (contributed +0.01 to fraud score)
PRV52296,No Fraud,0.0287,No action needed,avg_patient_age = 91.0 (contributed +1.064 to fraud score) | avg_claim_amount = 6000.0 (contributed +0.152 to fraud score) | avg_num_diagnosis_codes = 9.5 (contributed +0.089 to fraud score)
PRV53523,No Fraud,0.0286,No action needed,claims_per_patient = 1.27 (contributed +0.362 to fraud score) | avg_patient_age = 70.29 (contributed +0.196 to fraud score) | unique_patients = 70.0 (contributed +0.153 to fraud score)
PRV52037,No Fraud,0.0286,No action needed,claims_per_physician = 1.99 (contributed +0.194 to fraud score) | unique_patients = 159.0 (contributed +0.062 to fraud score) | num_outpatient_claims = 171.0 (contributed +0.035 to fraud score)
PRV52629,No Fraud,0.0284,No action needed,avg_claim_amount = 201.97 (contributed +0.68 to fraud score) | avg_claim_duration = 1.03 (contributed +0.079 to fraud score) | std_claim_amount = 380.35 (contributed +0.077 to fraud score)
PRV51921,No Fraud,0.0284,No action needed,claims_per_patient = 2.92 (contributed +0.535 to fraud score) | std_claim_amount = 573.77 (contributed +0.109 to fraud score) | avg_num_diagnosis_codes = 2.59 (contributed +0.105 to fraud score)
PRV53238,No Fraud,0.0283,No action needed,total_deductible_paid = 10062.0 (contributed +0.204 to fraud score) | total_claims = 195.0 (contributed +0.099 to fraud score) | num_outpatient_claims = 186.0 (contributed +0.028 to fraud score)
PRV56878,No Fraud,0.0283,No action needed,claims_per_patient = 3.25 (contributed +0.489 to fraud score) | max_claim_amount = 1300.0 (contributed +0.439 to fraud score) | avg_patient_age = 80.15 (contributed +0.222 to fraud score)
PRV55487,No Fraud,0.0283,No action needed,claims_per_patient = 1.86 (contributed +0.339 to fraud score) | avg_patient_age = 71.45 (contributed +0.093 to fraud score) | unique_physicians = 5.0 (contributed +0.051 to fraud score)
PRV55276,No Fraud,0.0282,No action needed,claims_per_patient = 1.53 (contributed +0.581 to fraud score) | num_outpatient_claims = 58.0 (contributed +0.038 to fraud score) | unique_patients = 38.0 (contributed +0.014 to fraud score)
PRV55790,No Fraud,0.0282,No action needed,avg_claim_duration = 5.4 (contributed +0.596 to fraud score) | total_deductible_paid = 5340.0 (contributed +0.185 to fraud score) | avg_patient_age = 72.0 (contributed +0.181 to fraud score)
PRV56796,No Fraud,0.0281,No action needed,total_deductible_paid = 2466.0 (contributed +0.15 to fraud score) | num_outpatient_claims = 89.0 (contributed +0.032 to fraud score) | unique_patients = 87.0 (contributed +0.015 to fraud score)
PRV51113,No Fraud,0.0279,No action needed,claims_per_patient = 1.69 (contributed +0.303 to fraud score) | avg_patient_age = 71.33 (contributed +0.121 to fraud score) | unique_physicians = 2.0 (contributed +0.063 to fraud score)
PRV53874,No Fraud,0.0278,No action needed,claims_per_patient = 1.26 (contributed +0.318 to fraud score) | total_claims = 524.0 (contributed +0.229 to fraud score)
PRV52948,No Fraud,0.0278,No action needed,claims_per_patient = 2.26 (contributed +0.531 to fraud score) | unique_patients = 47.0 (contributed +0.158 to fraud score) | avg_patient_age = 70.23 (contributed +0.136 to fraud score)
PRV51895,No Fraud,0.0277,No action needed,avg_claim_amount = 207.22 (contributed +0.51 to fraud score) | total_claims = 18.0 (contributed +0.286 to fraud score) | claims_per_patient = 2.25 (contributed +0.149 to fraud score)
PRV52698,No Fraud,0.0276,No action needed,claims_per_patient = 2.2 (contributed +0.408 to fraud score) | avg_num_diagnosis_codes = 2.6 (contributed +0.112 to fraud score)
